Variable / Field Name,Section Header,Form Name,Form Display Name,Form Note,Field Type,multipleChoice,Allow,headerImage,headerImageSize,Field Label,"Choices, Calculations, OR Slider Labels",minVal,maxVal,Branching Logic (Show field only if...),schedule,section,version
day_problems_breath,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/lung.png,150x150,How much did your **asthma or respiratory difficulties** bother you today?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[day_problem_categories].includes(2),evening_questions,Daily Events and Overall Health,
day_problems_belly_symptoms,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/stomachIntestine.png,150x150,Which (if any) of the following **gastro-intestinal/stomach** symptoms did you have today?,"1, pain in your abdomen, new/pain | 2, diarrhea, 1F6BD | 3, nausea, 1F922 | 4, vomiting, 1F92E | 5, other, 2753",,,[day_problem_categories].includes(3),evening_questions,Daily Events and Overall Health,
day_problems_belly,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/stomachIntestine.png,150x150,How much did this (or these) **gastro-intestinal/stomach** symptom(s) bother you today?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[day_problem_categories].includes(3),evening_questions,Daily Events and Overall Health,
day_problems_muscle,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/jointPain.png,150x150,How much did your **muscle/joint pain** bother you today?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[day_problem_categories].includes(4),evening_questions,Daily Events and Overall Health,
day_problems_heart,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/heartPound.png,150x150,How much did your **heart racing or pounding** bother you today?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[day_problem_categories].includes(5),evening_questions,Daily Events and Overall Health,
diziness_situation,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/dizzyHot.png,150x150,"Did these feelings of **dizziness** occur in a particular situation (in a bus, in hot weather, or other condition)?","1, Yes | 0, No",,,[day_problem_categories].includes(7),evening_questions,Daily Events and Overall Health,
diziness_faint,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/dizzyFaint.png,150x150,Did you actually **faint** today?,"1, Yes | 0, No",,,[day_problem_categories].includes(7),evening_questions,Daily Events and Overall Health,
day_over_medication,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/pill.png,150x150,Did you take any **over-the-counter medications** today?,"1, Yes | 0, No",,,,evening_questions,Daily Events and Overall Health,
day_over_medication_why,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/pill.png,150x150,Did you take them for:,"1, pain (headache/muscle/joint pain etc.), new/pain | 2, allergies/cold, 1F927 | 3, fever/acute illness, 1F912 | 4, headache, new/headache | 5, sleep problems, 1F4A4 | 6, other, 2753",,,[day_over_medication] = 1,evening_questions,Daily Events and Overall Health,
day_prescribed_medication,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/prescriptionMeds.png,150x150,Did you take any **prescription medications** today?,"1, Yes | 0, No",,,,evening_questions,Daily Events and Overall Health,
day_prescribed_medication_conditions,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/prescriptionMeds.png,150x150,For which of the following conditions?,"1, birth control, 2640 | 2, heart/blood pressure/cholesterol, 2764 | 3, thyroid/metabolic, 1F503 | 4, sleep, 1F4A4 | 5, anxiety/depression, 1F614 | 6, attention/hyperactivity, 1F938 | 7, asthma/allergies/breathing problems, new/lung | 8, arthritis/joint/back pain, new/jointPain | 9, headache, new/headache | 10, other, 2754",,,[day_prescribed_medication] = 1,evening_questions,Daily Events and Overall Health,
day_period,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,"autoAdvance, dontKnow",new/period.png,150x150,**FEMALES (ages 12-50)** Are you currently having your menstrual period?,"1, Yes | 0, No",,,,evening_questions,Daily Events and Overall Health,
day_lethargic,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/weighted.png,150x150,"Did you feel like you had **no physical energy**, as if you were **weighted down** or had a **heavy feeling in your arms or legs** for most of the day?","1, Yes | 0, No",,,,evening_questions,Daily Events and Overall Health,
day_headache_duration,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheTimer.png,150x150,"If you reported a headache present at any questionnaire today, how many **hours did the headache(s) last in total**?","1, 1 hour | 2, 2 hours | 3, 3 hours | 4, 4 hours | 5, 5 hours | 6, 6 hours | 7, 7 hours | 8, 8 hours | 9, 9 hours | 10, 10 hours | 11, 11 hours | 12, 12 hours | 13, 13 hours | 14, 14 hours | 15, 15 hours | 16, 16 hours | 17, 17 hours | 18, 18 hours | 19, 19 hours | 20, 20 hours | 21, 21 hours | 22, 22 hours | 23, 23 hours | 24, 24 or more hours",,,[day_problem_categories].includes(6),evening_questions,Daily Events and Overall Health,
internet_use_duration,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/internetTimer.png,150x150,**How many hours** did you spend on the **internet** today?,"1, I was not on the internet today | 2, less than 1 hour | 3, 1-2 hours | 4, 2-3 hours | 5, 3-4 hours | 6, more than 4 hours",,,,evening_questions,Internet and Social Media (Evening),
internet_use_category,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/wifi.png,150x150,**What** did you use the **internet** for today?,"1, chat rooms, E246 | 2, blogs, 1F5E8 | 3, music (Spotify/iTunes/etc.), 1F3B5 | 4, news, 1F4F0 | 5, direct messenger, E248 | 6, gaming, 1F3AE | 7, shopping, 1F6D2 | 8, social networking, E249 | 9, web browsing, 1F310 | 10, internet TV (Hulu/Netflix/etc.), 1F4FA | 11, work/school, new/work72",,,[internet_use_duration] != 1,evening_questions,Internet and Social Media (Evening),
internet_use_location,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/wifi.png,150x150,**Where** did you use the **internet**?,"1, home, 1F3E0 | 2, school, 1F3EB | 3, coffee shop or cafe, E200 | 4, library, 1F4DA | 5, friend or family's house, 1F3D8",,,[internet_use_duration] != 1,evening_questions,Internet and Social Media (Evening),
friends_communication_method,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,,,What is the **main way** you communicated with your friends today?,"1, voice call, 1F4DE | 2, video call, 1F933 | 3, text message, E096 | 4, email, 1F4E9 | 5, instant messenger, E263 | 6, social media, new/allSocialMedia | 7, gaming site, 1F3AE | 8, chat room, E246",,,,evening_questions,Internet and Social Media (Evening),
socialmedia_duration,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/socialMediaTimer.png,150x150,**How many hours** did you spend on **social media** today?,"1, I was not on social media today | 2, less than 1 hour | 3, 1-2 hours | 4, 2-3 hours | 5, 3-4 hours | 6, more than 4 hours",,,,evening_questions,Internet and Social Media (Evening),
FinalScreen,,evening_set,EMA Assessment (Night),An evening questionnaire,markdown-message,,,new/partyPopper.png,200x200,"**Great job, thank you completing the questionnaire!** Tapping the **Done** button will exit the questionnaire.",,,,,all_day_questions,End of Assessment,
